Title,Legislature,Sponsor,Type,Amendments,Document,Reading,Date,Status,Transcript
"Justice Statutes Amendment Act, 2023","Legislature 31, Session 1",Amery,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-008.pdf,2R,"Nov 22, 2023 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231122_1330_01_han.pdf#page=17
"Justice Statutes Amendment Act, 2023","Legislature 31, Session 1",Amery,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-008.pdf,2R,"Nov 29, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231129_1330_01_han.pdf#page=32
"Justice Statutes Amendment Act, 2023","Legislature 31, Session 1",Amery,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-008.pdf,CW,"Dec 5, 2023 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231205_1330_01_han.pdf#page=21
"Justice Statutes Amendment Act, 2023","Legislature 31, Session 1",Amery,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-008.pdf,CW,"Dec 6, 2023 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231206_1330_01_han.pdf#page=20
"Justice Statutes Amendment Act, 2023","Legislature 31, Session 1",Amery,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-008.pdf,3R,"Dec 6, 2023 eve",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231206_1930_01_han.pdf#page=6
"Justice Statutes Amendment Act, 2023","Legislature 31, Session 1",Amery,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-008.pdf,3R,"Dec 6, 2023 eve",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231206_1930_01_han.pdf#page=11
"Justice Statutes Amendment Act, 2023","Legislature 31, Session 1",Amery,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-008.pdf,RA,"Dec 7, 2023",outside of House sitting,
"Justice Statutes Amendment Act, 2023","Legislature 31, Session 1",Amery,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-008.pdf,CF,on various dates, SA 2023 c8,
"Miscellaneous Statutes Amendment Act, 2023","Legislature 31, Session 1",Schow,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-009.pdf,1R,"Dec 4, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231204_1330_01_han.pdf#page=16
"Miscellaneous Statutes Amendment Act, 2023","Legislature 31, Session 1",Schow,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-009.pdf,2R,"Dec 5, 2023 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231205_1330_01_han.pdf#page=19
"Miscellaneous Statutes Amendment Act, 2023","Legislature 31, Session 1",Schow,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-009.pdf,CW,"Dec 6, 2023 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231206_1330_01_han.pdf#page=20
"Miscellaneous Statutes Amendment Act, 2023","Legislature 31, Session 1",Schow,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-009.pdf,3R,"Dec 7, 2023 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20231206_1930_01_han.pdf#page=32
"Miscellaneous Statutes Amendment Act, 2023","Legislature 31, Session 1",Schow,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-009.pdf,RA,"Dec 7, 2023",outside of House sitting,
"Miscellaneous Statutes Amendment Act, 2023","Legislature 31, Session 1",Schow,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-009.pdf,CF,"on December 7, 2023", SA 2023 c9,
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,1R,"Mar 12, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240312_1330_01_han.pdf#page=7
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,2R,"Mar 14, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240314_1330_01_han.pdf#page=15
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,2R,"Mar 26, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240326_1330_01_han.pdf#page=30
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,2R,"Mar 27, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240327_1330_01_han.pdf#page=34
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,2R,"Mar 27, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240327_1330_01_han.pdf#page=29
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,2R,"Apr 9, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240409_1330_01_han.pdf#page=18
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,2R,"Apr 10, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240410_1330_01_han.pdf#page=17
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,CW,"Apr 10, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240410_1330_01_han.pdf#page=19
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,3R,"Apr 11, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240411_1330_01_han.pdf#page=22
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,RA,"May 16, 2024",afternoon,
"Financial Statutes Amendment Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-010.pdf,CF,on various dates, SA 2024 c4,
"Public Safety Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-011.pdf,1R,"Mar 13, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240313_1330_01_han.pdf#page=7
"Public Safety Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-011.pdf,2R,"Apr 9, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240409_1330_01_han.pdf#page=24
"Public Safety Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-011.pdf,2R,"Apr 10, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240410_1330_01_han.pdf#page=23
"Public Safety Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-011.pdf,2R,"Apr 16, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240416_1330_01_han.pdf#page=17
"Public Safety Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-011.pdf,CW,"Apr 23, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240423_1330_01_han.pdf#page=25
"Public Safety Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-011.pdf,CW,"May 7, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240507_1330_01_han.pdf#page=22
"Public Safety Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-011.pdf,3R,"May 14, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240514_1330_01_han.pdf#page=16
"Public Safety Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-011.pdf,RA,"May 16, 2024",afternoon,
"Public Safety Statutes Amendment Act, 2024","Legislature 31, Session 1",Ellis,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-011.pdf,CF,"May 16, 2024, except section 1, which comes into force on proclamation", SA 2024 c6,
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,1R,"Mar 18, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240318_1330_01_han.pdf#page=15
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,2R,"Apr 10, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240410_1330_01_han.pdf#page=29
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,2R,"Apr 11, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240411_1330_01_han.pdf#page=25
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,2R,"Apr 16, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240416_1330_01_han.pdf#page=22
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,2R,"Apr 17, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240417_1330_01_han.pdf#page=29
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,CW,"Apr 23, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240423_1330_01_han.pdf#page=28
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,CW,"Apr 24, 2024 pm",passed with amendments,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240424_1330_01_han.pdf#page=15
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,3R,"May 8, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240508_1330_01_han.pdf#page=23
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,RA,"May 16, 2024",afternoon,
"Consumer Protection (Life Leases) Amendment Act, 2024*","Legislature 31, Session 1",Nally,Government Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-012.pdf,CF,"May 16, 2024", SA 2024 c3,
Real Property Governance Act,"Legislature 31, Session 1",Guthrie,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-013.pdf,1R,"Mar 21, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240321_1330_01_han.pdf#page=7
Real Property Governance Act,"Legislature 31, Session 1",Guthrie,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-013.pdf,2R,"Apr 16, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240416_1330_01_han.pdf#page=28
Real Property Governance Act,"Legislature 31, Session 1",Guthrie,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-013.pdf,2R,"Apr 17, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240417_1330_01_han.pdf#page=26
Real Property Governance Act,"Legislature 31, Session 1",Guthrie,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-013.pdf,2R,"Apr 18, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240418_1330_01_han.pdf#page=25
Real Property Governance Act,"Legislature 31, Session 1",Guthrie,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-013.pdf,CW,"Apr 23, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240423_1330_01_han.pdf#page=28
Real Property Governance Act,"Legislature 31, Session 1",Guthrie,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-013.pdf,CW,"May 7, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240507_1330_01_han.pdf#page=29
Real Property Governance Act,"Legislature 31, Session 1",Guthrie,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-013.pdf,3R,"May 9, 2024 pm",passed on division,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240509_1330_01_han.pdf#page=17
Real Property Governance Act,"Legislature 31, Session 1",Guthrie,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-013.pdf,RA,"May 16, 2024",afternoon,
Real Property Governance Act,"Legislature 31, Session 1",Guthrie,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-013.pdf,CF,"May 16, 2024, with some sections deemed to have come into force on March 21, 2024", SA 2024 cR-5.3,
"Appropriation Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-014.pdf,1R,"Mar 21, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240321_1330_01_han.pdf#page=19
"Appropriation Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-014.pdf,2R,"Mar 26, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240326_1330_01_han.pdf#page=17
"Appropriation Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-014.pdf,CW,"Mar 27, 2024 pm",adjourned,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240327_1330_01_han.pdf#page=17
"Appropriation Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-014.pdf,CW,"Mar 27, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240327_1330_01_han.pdf#page=33
"Appropriation Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-014.pdf,3R,"Mar 28, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240328_1330_01_han.pdf#page=18
"Appropriation Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-014.pdf,RA,"Mar 28, 2024",outside of House sitting,
"Appropriation Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-014.pdf,CF,"on March 28, 2024", SA 2024 c1,
"Appropriation (Supplementary Supply) Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-015.pdf,1R,"Mar 25, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240325_1930_01_han.pdf#page=23
"Appropriation (Supplementary Supply) Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-015.pdf,2R,"Mar 26, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240326_1330_01_han.pdf#page=25
"Appropriation (Supplementary Supply) Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-015.pdf,CW,"Mar 27, 2024 pm",adjourned,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240327_1330_01_han.pdf#page=23
"Appropriation (Supplementary Supply) Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-015.pdf,CW,"Mar 27, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240327_1330_01_han.pdf#page=31
"Appropriation (Supplementary Supply) Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-015.pdf,3R,"Mar 28, 2024 pm",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240328_1330_01_han.pdf#page=22
"Appropriation (Supplementary Supply) Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-015.pdf,3R,"Mar 28, 2024 pm",,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240328_1330_01_han.pdf#page=18
"Appropriation (Supplementary Supply) Act, 2024 ($)","Legislature 31, Session 1",Horner,Government Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-015.pdf,RA,"Mar 28, 2024",outside of House sitting,
